"Для личного пользования
";;;;
кВт;ЛС;Ставка 0-3;Ставка 3-5;
EV и последовательные гибриды;;;;
0-58,85;до 80;0,17;0,26;
58,85-73,55;80-100;49,56;82,08;
73,56-95,61;100-130;65,88;95,64;
95,62-117,68;130-160;78,00;111,36;
117,69-139,75;160-190;92,40;129,72;
139,76-161,81;190-220;109,68;151,20;
161,82-183,88;220-250;129,96;176,16;
183,89-205,94;250-280;153,96;205,20;
205,95 и выше;от 280;182,40;239,04;
Обьем 1.0 - 2.0;;;;
до 117,68;до 160;0,17;0,26;
117,68-139,75;160-190;45,00;74,64;
139,75-161,81;190-220;47,64;79,20;
161,81-183;220-250;50,52;83,88;
183,88-205,94;250-280;57,12;91,92;
205,94-228;280-310;64,56;100,56;
228-250;310-340;72,96;110,16;
250-272,13;340-370;83,16;120,60;
272, 13-294,2;370-400;94,80;132,00;
294,21-316,26;400-430;108,00;144,60;
316,27-338,33;430-460;123,24;158,40;
338,34 - 367,75;460-500;140,40;173,40;
более 367,76;более 500;160,08;189,84;
Обьем 2.0 - 3.0;;;;
до 117,68;до 160;0,17;0,26;
117,68-139,75;160-190;115,34;172,80;
139,75-161,81;190-220;118,20;175,08;
161,81-183,88;220-250;120,12;177,60;
183,88-205,94;250-280;126,00;183,00;
205,94-228;280-310;131,04;188,52;
228-250;310-340;136,32;193,68;
250-272,13;340-370;141,72;199,08;
272,13-294,2;370-400;147,48;204,72;
294,21-316,26;400-430;153,36;210,48;
316,27-338,33;430-460;159,48;216,36;
338,34 - 367,75;460-500;165,84;222,36;
более 367,76;более 500;172,44;228,60;
