"Для личного пользования
";;;
кВт;ЛС;Ставка 3-5;
EV и последовательные гибриды;;;
0-58,85;до 80;0,26;
58,85-73,55;80-100;82,08;
73,56-95,61;100-130;95,64;
95,62-117,68;130-160;111,36;
117,69-139,75;160-190;129,72;
139,76-161,81;190-220;151,20;
161,82-183,88;220-250;176,16;
183,89-205,94;250-280;205,20;
205,95 и выше;от 280;239,04;
Обьем 1.0 - 2.0;;;
до 117,68;до 160;0,26;
117,68-139,75;160-190;74,64;
139,75-161,81;190-220;79,20;
161,81-183;220-250;83,88;
183,88-205,94;250-280;91,92;
205,94-228;280-310;100,56;
228-250;310-340;110,16;
250-272,13;340-370;120,60;
272, 13-294,2;370-400;132,00;
294,21-316,26;400-430;144,60;
316,27-338,33;430-460;158,40;
338,34 - 367,75;460-500;173,40;
более 367,76;более 500;189,84;
Обьем 2.0 - 3.0;;;
до 117,68;до 160;0,26;
117,68-139,75;160-190;172,80;
139,75-161,81;190-220;175,08;
161,81-183,88;220-250;177,60;
183,88-205,94;250-280;183,00;
205,94-228;280-310;188,52;
228-250;310-340;193,68;
250-272,13;340-370;199,08;
272,13-294,2;370-400;204,72;
294,21-316,26;400-430;210,48;
316,27-338,33;430-460;216,36;
338,34 - 367,75;460-500;222,36;
более 367,76;более 500;228,60;
